Product Name,Weight (quintal),Length (meters),Width (meters),Height (meters),Volume (cubic meters)
Product_3434,3.781,1.254,1.853,1.43,3.322
Product_3435,2.353,1.047,1.579,0.879,1.453
Product_3436,2.953,0.918,0.949,1.321,1.15
Product_3437,3.15,0.725,2.017,1.675,2.448
Product_3440,1.558,1.587,1.562,2.405,5.96
Product_3443,4.18,2.256,1.253,1.277,3.612
Product_3444,4.213,1.78,1.858,0.879,2.906
Product_3445,2.064,1.994,0.789,1.168,1.837
Product_3446,1.77,1.892,1.892,1.351,4.835
Product_3447,1.7,1.75,0.927,1.669,2.707
Product_3448,3.813,1.903,1.785,2.41,8.181
Product_3449,3.132,1.294,0.763,1.4,1.383
Product_3453,0.896,1.553,2.251,0.516,1.804
Product_3455,4.695,1.856,0.998,1.307,2.421
Product_3456,1.705,1.967,1.292,1.3,3.302
Product_3458,4.781,1.147,2.255,0.766,1.981
Product_3460,1.565,1.027,1.498,2.156,3.316
Product_3461,1.367,1.996,1.41,0.525,1.477
Product_3463,2.815,1.625,1.267,1.301,2.679
Product_3464,3.263,1.23,1.506,1.92,3.557
Product_3468,3.603,2.034,1.152,2.093,4.905
Product_3472,2.777,1.79,1.717,2.424,7.449
Product_3473,3.288,0.797,1.396,1.708,1.9
Product_3474,3.464,1.002,1.114,2.379,2.655
Product_3475,0.569,2.441,2.037,1.684,8.375
Product_3477,1.863,2.499,1.858,1.745,8.102
Product_3478,3.085,1.116,1.523,0.639,1.086
Product_3480,2.663,0.708,1.385,2.005,1.966
Product_3481,1.241,1.435,1.565,2.208,4.958
Product_3483,2.56,1.029,0.584,1.28,0.769
Product_3485,1.409,2.259,2.178,0.571,2.808
Product_3491,4.357,1.888,2.285,2.216,9.558
Product_3493,1.982,2.412,1.734,0.744,3.112
Product_3499,2.23,1.025,1.301,0.641,0.855
Product_3501,1.19,0.61,1.389,1.218,1.033
Product_3503,1.365,2.247,1.078,2.463,5.968
Product_3504,0.936,1.742,1.881,1.008,3.304
Product_3505,4.269,1.838,1.846,1.702,5.775
Product_3509,2.265,1.404,1.908,1.103,2.957
Product_3510,0.924,0.73,2.144,0.881,1.378
Product_3513,0.53,1.014,2.409,1.944,4.75
Product_3514,4.356,0.739,1.545,1.956,2.233
Product_3515,3.171,0.668,1.764,1.821,2.145
Product_3517,3.533,2.381,2.302,1.134,6.213
Product_3519,4.449,1.171,2.207,2.431,6.283
Product_3521,2.377,1.968,2.159,1.05,4.462
Product_3522,3.879,1.912,2.219,1.431,6.072
Product_3523,2.069,2.149,2.109,1.612,7.305
Product_3524,1.316,0.683,0.855,1.064,0.622
Product_3525,1.261,1.734,1.024,1.547,2.748
Product_3527,0.744,1.845,1.406,1.259,3.266
Product_3528,4.627,0.68,0.866,2.117,1.247
Product_3531,3.453,1.727,1.744,2.402,7.232
Product_3536,0.516,2.175,1.627,1.409,4.986
Product_3537,2.237,0.792,2.427,1.611,3.097
Product_3539,2.339,1.629,1.226,2.272,4.537
Product_3541,2.677,0.807,0.788,0.508,0.323
Product_3542,4.265,1.654,1.517,1.654,4.153
Product_3546,4.481,1.718,2.199,1.717,6.484
Product_3550,2.655,2.251,1.082,1.42,3.46
Product_3551,3.726,0.958,0.665,1.119,0.713
Product_3552,3.145,1.52,2.188,2.008,6.678
Product_3553,4.478,1.156,1.252,1.339,1.939
Product_3556,2.504,1.919,1.63,2.418,7.564
Product_3557,4.015,0.536,0.801,2.171,0.931
Product_3558,2.951,0.982,1.117,1.335,1.464
Product_3560,2.093,1.92,2.369,1.751,7.965
Product_3562,4.853,1.23,0.983,1.818,2.197
Product_3564,4.231,1.367,1.746,1.18,2.816
Product_3566,3.331,2.277,1.343,0.688,2.104
Product_3567,4.996,1.704,2.462,0.973,4.082
Product_3571,4.739,1.826,2.087,1.506,5.74
Product_3573,2.293,1.524,1.846,2.164,6.087
Product_3574,4.354,2.45,0.981,1.199,2.881
Product_3576,3.182,2.386,1.264,1.194,3.6
Product_3579,2.691,0.619,1.093,0.858,0.581
Product_3580,3.434,0.754,1.699,0.614,0.787
Product_3584,0.86,2.405,1.356,2.133,6.952
Product_3585,4.626,1.145,1.652,0.926,1.752
Product_3586,3.356,2.31,1.341,1.537,4.761
Product_3587,3.925,1.349,1.584,1.139,2.434
Product_3590,0.955,1.616,2.288,2.144,7.929
Product_3598,3.317,1.43,2.286,2.252,7.361
Product_3602,2.507,0.738,1.653,2.318,2.828
Product_3603,1.032,1.669,1.047,1.322,2.309
Product_3606,1.944,1.513,1.876,2.325,6.597
Product_3609,1.72,1.914,1.909,1.63,5.958
Product_3614,3.328,1.311,0.66,0.715,0.618
Product_3615,3.935,0.974,1.829,0.869,1.548
Product_3616,3.041,1.203,1.359,2.132,3.485
Product_3617,4.328,1.112,1.04,1.376,1.59
Product_3618,3.43,1.089,0.808,0.599,0.527
Product_3619,3.094,0.731,1.475,1.625,1.753
Product_3621,3.926,0.642,1.317,0.69,0.584
Product_3622,3.046,0.918,1.006,1.913,1.767
Product_3623,3.273,0.698,0.901,1.134,0.713
Product_3626,1.056,2.051,2.44,1.589,7.949
Product_3628,4.761,1.511,1.899,1.525,4.375
Product_3629,0.997,0.829,1.728,2.219,3.177
Product_3630,1.357,1.552,2.352,1.111,4.057
Product_3631,1.328,2.352,1.232,2.024,5.863
Product_3632,0.578,2.124,2.112,2.358,10.581
Product_3634,4.202,1.428,0.603,2.41,2.075
Product_3636,3.871,0.818,1.16,0.622,0.59
Product_3637,1.223,1.085,1.67,2.132,3.862
Product_3638,0.825,2.381,2.043,2.493,12.124
Product_3640,4.83,2.472,2.325,1.484,8.531
Product_3647,4.816,1.335,2.419,1.253,4.046
Product_3648,1.84,0.561,1.309,1.145,0.842
Product_3653,3.176,0.996,2.08,0.976,2.022
Product_3660,2.622,1.911,1.551,0.905,2.684
Product_3667,1.524,1.132,0.774,1.867,1.637
Product_3671,4.055,2.469,2.282,2.205,12.418
Product_3673,3.357,1.866,2.002,2.341,8.749
Product_3674,0.52,1.537,1.978,2.356,7.16
Product_3676,1.762,1.681,1.905,1.414,4.529
Product_3678,4.193,1.784,2.445,2.066,9.012
Product_3679,4.995,2.463,0.609,0.665,0.997
Product_3680,3.216,2.176,1.49,1.978,6.412
Product_3681,2.53,1.802,0.726,1.031,1.349
Product_3683,4.771,1.915,2.358,0.647,2.922
Product_3687,1.659,1.029,1.333,2.083,2.858
Product_3688,2.938,1.472,1.39,2.382,4.873
Product_3693,1.875,1.549,1.25,0.728,1.409
Product_3695,4.856,1.868,2.42,0.76,3.438
Product_3696,0.543,1.991,1.518,0.807,2.44
Product_3697,0.547,1.438,2.148,1.177,3.635
Product_3699,1.691,1.994,2.019,2.152,8.665
Product_3700,4.352,1.806,2.335,1.721,7.254
Product_3703,1.002,1.496,1.909,0.772,2.206
Product_3707,4.548,1.957,0.964,0.867,1.636
Product_3708,3.245,1.539,2.424,1.247,4.654
Product_3709,0.798,1.573,1.681,1.677,4.432
Product_3711,4.259,1.22,2.052,0.792,1.983
Product_3716,0.604,2.385,1.954,1.622,7.561
Product_3718,3.514,0.784,2.097,2.453,4.032
Product_3719,2.405,2.282,1.71,0.59,2.302
Product_3720,3.757,0.737,2.473,2.38,4.338
Product_3721,4.506,1.43,1.64,1.516,3.557
Product_3722,1.282,2.475,1.143,1.093,3.094
Product_3723,1.344,0.526,1.365,2.433,1.747
Product_3724,3.521,0.793,2.374,1.979,3.726
Product_3725,4.907,2.459,2.476,0.938,5.708
Product_3726,3.327,2.061,1.98,2.354,9.607
Product_3728,4.331,2.384,2.342,0.653,3.648
Product_3729,4.497,0.83,1.056,2.268,1.988
Product_3731,1.062,2.156,0.981,1.68,3.553
Product_3733,0.557,1.728,1.56,1.137,3.065
Product_3734,4.265,0.853,1.945,2.256,3.741
Product_3736,2.53,1.681,2.307,0.638,2.474
Product_3738,1.629,2.224,0.632,0.747,1.049
Product_3739,4.672,1.184,2.357,0.811,2.262
Product_3740,1.484,2.065,1.044,1.855,4.001
Product_3741,4.914,2.459,1.821,1.759,7.876
Product_3743,3.25,2.183,1.499,1.967,6.436
Product_3744,1.182,2.052,2.371,0.504,2.453
Product_3745,4.065,2.142,0.715,1.205,1.845
Product_3746,1.729,1.74,0.641,1.191,1.329
Product_3747,4.331,1.552,1.119,1.517,2.634
Product_3748,2.142,1.119,0.791,0.903,0.799
Product_3753,3.453,2.492,0.773,1.171,2.256
Product_3755,1.123,0.899,2.279,2.31,4.735
Product_3756,3.679,2.002,1.626,1.071,3.486
Product_3757,2.03,0.74,0.637,0.587,0.277
Product_3759,1.93,0.639,2.491,1.36,2.165
Product_3763,2.674,1.254,1.809,1.88,4.264
Product_3764,1.073,1.893,1.333,0.589,1.487
Product_3769,2.262,1.323,0.873,2.008,2.32
Product_3771,3.203,1.032,1.247,1.592,2.049
Product_3773,2.047,1.368,1.492,0.507,1.035
Product_3774,4.07,1.872,2.055,1.408,5.419
Product_3776,4.534,0.747,2.245,0.927,1.554
Product_3778,1.991,0.604,1.18,1.556,1.109
Product_3779,3.377,2.321,0.961,1.413,3.153
Product_3781,2.896,1.359,0.901,1.711,2.096
Product_3783,1.826,1.909,1.328,1.347,3.417
Product_3784,3.293,2.112,1.578,2.486,8.288
Product_3785,2.573,0.808,0.591,0.871,0.416
Product_3791,2.112,1.209,2.44,1.319,3.889
Product_3794,4.809,1.01,0.722,1.745,1.272
Product_3795,2.827,2.238,1.498,1.117,3.745
Product_3797,0.541,1.785,1.887,0.554,1.867
Product_3798,4.684,0.633,1.716,1.631,1.77
Product_3800,4.44,1.061,0.974,1.294,1.337
Product_3801,3.668,1.001,2.114,2.374,5.023
Product_3802,2.287,2.345,2.414,0.547,3.1
Product_3804,3.082,1.972,1.249,2.311,5.691
Product_3805,3.181,2.291,0.957,1.883,4.127
Product_3808,3.2,1.135,0.563,1.376,0.879
Product_3809,2.93,1.734,1.297,1.3,2.925
Product_3810,1.703,0.709,1.458,1.353,1.399
Product_3811,1.121,1.271,1.829,2.147,4.991
Product_3813,1.179,1.475,1.895,2.391,6.683
Product_3814,4.894,1.389,1.593,1.825,4.037
Product_3820,2.63,2.365,1.746,1.109,4.58
Product_3821,3.35,2.409,0.873,1.907,4.012
Product_3824,3.022,1.863,2.143,0.996,3.978
Product_3825,0.91,1.592,1.309,2.145,4.472
Product_3827,0.873,1.4,0.707,2.403,2.377
Product_3829,3.739,1.44,1.199,2.416,4.172
Product_3830,3.142,1.103,1.068,1.291,1.521
Product_3832,0.805,0.899,2.103,2.419,4.574
Product_3833,2.422,0.77,1.113,2.163,1.854
Product_3835,2.478,2.017,2.071,1.314,5.487
Product_3838,1.333,1.242,1.847,1.972,4.525
Product_3839,1.251,0.877,2.021,2.072,3.674
Product_3840,0.553,1.88,1.396,2.112,5.545
Product_3845,0.54,1.944,0.869,0.626,1.056
Product_3847,4.132,2.122,2.182,0.72,3.334
Product_3848,1.015,2.005,2.295,0.962,4.428
Product_3851,1.596,0.676,2.326,2.255,3.544
Product_3856,2.379,0.895,1.17,0.901,0.944
Product_3857,3.081,2.048,2.151,2.198,9.679
Product_3859,4.583,2.447,1.238,1.029,3.119
Product_3862,1.187,1.937,1.56,0.975,2.945
Product_3865,0.533,0.922,2.353,2.327,5.049
Product_3867,4.489,0.545,2.251,1.459,1.791
Product_3869,1.808,2.092,1.126,2.154,5.075
Product_3870,4.736,1.659,0.934,2.432,3.771
Product_3872,3.875,1.33,2.192,0.978,2.851
Product_3874,4.659,1.518,1.557,0.601,1.42
Product_3877,2.985,1.963,0.592,0.676,0.786
Product_3883,4.588,2.134,1.673,1.789,6.39
Product_3885,2.748,2.25,0.71,1.801,2.877
Product_3886,1.313,1.374,1.762,2.399,5.805
Product_3887,2.059,1.983,2.117,1.894,7.955
Product_3889,4.448,1.501,0.55,1.138,0.939
Product_3890,2.588,0.651,2.212,1.12,1.611
Product_3891,3.705,1.35,1.413,1.108,2.113
Product_3892,4.39,0.525,1.377,2.302,1.664
Product_3893,2.479,1.944,0.748,2.243,3.26
Product_3894,3.866,1.525,0.805,0.523,0.642
Product_3897,2.347,0.819,2.363,1.428,2.765
Product_3901,4.417,1.188,1.341,1.239,1.974
Product_3902,3.678,2.2,2.414,0.638,3.391
Product_3904,2.129,1.881,1.637,0.961,2.96
Product_3905,4.459,1.058,0.672,2.497,1.776
Product_3906,3.388,0.903,2.202,2.008,3.991
Product_3908,3.069,1.474,1.291,1.06,2.018
Product_3911,4.335,2.492,1.042,0.822,2.134
Product_3914,2.656,0.578,2.419,0.805,1.126
Product_3916,2.588,2.201,1.639,2.126,7.669
Product_3918,2.583,0.646,2.126,1.889,2.596
Product_3921,4.153,1.926,2.28,2.139,9.394
Product_3923,1.894,0.836,2.053,1.365,2.342
Product_3924,3.741,0.777,1.343,1.481,1.545
Product_3925,2.707,0.611,1.807,1.683,1.857
Product_3926,1.267,2.05,2.475,1.362,6.908
Product_3928,2.783,1.465,1.396,2.217,4.533
Product_3929,3.314,2.109,0.609,0.801,1.029
Product_3930,4.594,0.969,1.528,1.859,2.752
Product_3931,0.715,1.605,2.367,0.728,2.766
Product_3932,3.775,1.327,0.656,1.198,1.042
Product_3933,2.52,1.803,1.762,1.904,6.05
Product_3935,0.863,0.666,2.137,0.874,1.244
Product_3936,0.88,0.833,2.36,2.176,4.28
Product_3937,1.724,1.186,0.639,0.97,0.736
Product_3938,1.637,0.711,1.736,0.679,0.839
Product_3942,4.384,1.187,0.591,0.692,0.486
Product_3944,2.104,1.111,1.031,1.211,1.387
Product_3945,1.034,2.362,1.129,2.391,6.377
Product_3948,3.889,2.153,1.1,2.231,5.285
Product_3949,4.024,2.349,2.147,0.725,3.657
Product_3950,1.587,1.149,1.998,2.139,4.909
Product_3951,1.964,2.297,1.027,1.877,4.427
Product_3953,2.945,2.246,1.89,1.481,6.284
Product_3954,2.344,1.569,1.728,1.301,3.529
Product_3955,4.204,0.906,1.982,2.302,4.132
Product_3958,4.634,1.587,0.569,1.282,1.158
Product_3959,3.33,1.926,1.51,0.595,1.73
Product_3964,3.093,1.952,1.579,1.545,4.761
Product_3965,3.014,0.98,2.437,1.409,3.365
Product_3966,4.768,0.796,1.633,1.169,1.52
Product_3968,4.851,1.227,1.917,1.195,2.811
Product_3969,1.09,0.888,0.98,1.511,1.315
Product_3971,4.619,1.031,2.216,0.543,1.241
Product_3973,1.944,0.88,2.444,1.33,2.859
Product_3974,4.687,1.622,2.063,1.327,4.442
Product_3975,1.062,0.727,1.909,2.154,2.989
Product_3976,0.834,2.457,1.28,1.577,4.958
Product_3977,4.484,0.78,2.035,1.161,1.843
Product_3981,1.701,1.392,2.291,1.906,6.079
Product_3982,4.187,0.591,0.803,1.07,0.508
Product_3985,4.337,1.211,1.04,2.498,3.147
Product_3986,1.531,1.092,2.37,0.77,1.992
Product_3987,3.057,0.691,1.633,0.895,1.011
Product_3989,4.501,1.885,1.365,2.021,5.199
Product_3994,3.747,1.391,1.65,1.764,4.047
Product_3997,3.616,2.434,2.054,2.231,11.155
Product_3999,3.481,0.818,2.071,1.607,2.722
Product_4000,3.156,1.04,1.271,1.773,2.343
Product_4001,3.351,2.017,1.441,1.073,3.119
Product_4002,3.937,1.347,1.592,1.319,2.827
Product_4003,3.881,1.391,1.853,1.191,3.069
Product_4005,4.1,2.47,1.235,1.163,3.546
Product_4006,4.869,0.772,2.346,1.551,2.811
Product_4010,2.13,0.508,1.996,0.541,0.549
Product_4011,4.166,1.458,1.918,2.096,5.864
Product_4012,0.982,1.142,1.559,1.151,2.05
Product_4014,4.485,2.2,2.376,2.33,12.182
Product_4016,1.857,0.772,0.614,0.852,0.404
Product_4017,0.7,0.55,2.205,0.738,0.896
Product_4019,1.018,1.028,1.749,1.387,2.493
Product_4023,3.596,1.267,2.48,1.875,5.891
Product_4024,4.114,2.481,1.226,0.706,2.146
Product_4025,2.246,0.936,2.017,2.192,4.141
Product_4026,0.597,0.868,1.262,1.313,1.439
Product_4029,4.829,2.009,2.095,0.758,3.191
Product_4030,1.096,1.317,0.578,1.628,1.24
Product_4031,4.817,0.794,0.869,1.12,0.773
Product_4034,2.392,1.487,1.503,1.442,3.224
Product_4036,4.328,2.066,1.964,1.248,5.06
Product_4039,2.086,0.539,2.142,2.199,2.54
Product_4041,4.566,1.713,1.999,1.024,3.505
Product_4043,0.878,1.082,1.64,2.322,4.119
Product_4044,2.984,0.999,1.145,1.35,1.544
Product_4045,1.701,2.244,2.498,0.634,3.552
Product_4048,3.33,2.238,2.349,2.483,13.053
Product_4051,1.641,1.636,1.391,0.514,1.169
Product_4052,1.732,1.801,1.826,2.161,7.109
Product_4057,3.289,0.755,1.199,1.596,1.445
Product_4059,4.357,2.268,2.087,1.61,7.621
Product_4062,3.615,2.099,0.679,0.657,0.936
Product_4063,0.745,0.714,0.797,0.97,0.552
Product_4064,1.714,1.513,0.575,0.934,0.812
Product_4065,3.406,1.797,2.062,1.061,3.933
Product_4066,4.718,1.93,1.897,1.941,7.105
Product_4067,0.701,1.005,1.058,1.549,1.649
Product_4068,3.863,0.956,1.993,2.487,4.737
Product_4069,1.036,0.686,2.357,1.499,2.424
Product_4070,3.337,0.897,2.171,2.252,4.386
Product_4071,1.08,1.765,1.863,2.339,7.695
Product_4075,3.757,0.973,1.552,1.276,1.928
Product_4079,2.8,0.637,0.808,2.392,1.231
Product_4080,4.073,1.765,1.159,1.417,2.9
Product_4091,4.791,2.089,0.899,1.084,2.037
Product_4092,3.933,1.917,0.753,1.485,2.143
Product_4094,3.674,2.389,1.307,0.688,2.15
Product_4095,3.931,1.561,0.76,0.589,0.699
Product_4096,3.141,1.82,1.88,1.134,3.879
Product_4097,3.752,0.863,1.631,1.724,2.425
Product_4099,4.932,1.138,1.827,2.16,4.491
Product_4100,0.851,1.661,2.203,2.06,7.538
Product_4106,1.023,1.364,0.584,1.14,0.908
Product_4107,0.643,1.344,2.019,2.302,6.246
Product_4109,1.709,2.163,2.021,2.221,9.71
Product_4111,0.638,1.477,2.17,1.586,5.084
Product_4113,4.426,1.097,2.197,0.664,1.6
Product_4115,4.84,2.389,1.035,2.472,6.11
Product_4116,3.779,0.698,1.917,2.113,2.827
Product_4120,4.829,1.658,2.041,1.166,3.946
Product_4121,1.937,2.39,1.134,1.343,3.641
Product_4122,3.436,0.88,0.909,2.443,1.955
Product_4124,4.215,1.115,1.991,1.998,4.434
Product_4126,3.57,0.632,1.728,0.836,0.914
Product_4127,4.931,2.386,2.416,1.056,6.089
Product_4128,3.064,1.173,0.732,1.702,1.46
Product_4129,3.186,1.083,2.441,1.865,4.93
Product_4130,4.144,2.109,1.013,1.657,3.539
Product_4134,2.021,0.503,2.084,1.743,1.828
Product_4136,1.688,1.473,1.411,1.163,2.418
Product_4137,4.402,0.933,1.011,1.838,1.733
Product_4138,2.818,1.378,0.592,1.374,1.12
Product_4139,1.978,0.594,1.543,1.414,1.296
Product_4143,2.18,1.645,1.796,2.335,6.898
Product_4145,3.7,1.632,1.798,1.226,3.599
Product_4148,2.172,1.233,0.673,0.932,0.772
Product_4149,4.326,1.205,1.442,1.817,3.155
Product_4154,2.779,2.303,1.172,1.381,3.729
Product_4155,3.615,0.949,0.787,2.296,1.713
Product_4156,2.758,1.383,2.303,0.724,2.306
Product_4157,1.625,2.064,1.341,2.452,6.789
Product_4158,2.451,1.362,2.107,1.688,4.845
Product_4159,2.908,2.054,1.922,1.699,6.707
Product_4160,4.44,0.503,1.826,0.606,0.557
Product_4161,4.673,2.44,1.497,2.017,7.368
Product_4162,1.893,0.644,2.22,1.397,1.997
Product_4165,4.484,1.341,1.278,1.932,3.311
Product_4166,1.606,2.211,0.992,1.099,2.41
Product_4168,1.419,0.873,2.039,1.918,3.416
Product_4171,0.675,0.504,0.621,1.922,0.602
Product_4172,2.956,1.639,1.774,1.821,5.293
Product_4173,4.738,2.056,1.871,2.372,9.125
Product_4177,3.762,0.568,0.628,1.641,0.585
Product_4179,3.082,2.281,0.926,1.966,4.152
Product_4180,2.865,0.67,2.185,0.994,1.454
Product_4181,0.814,1.943,1.645,0.945,3.02
Product_4182,3.923,1.086,2.442,1.111,2.946
Product_4184,3.749,2.347,0.822,0.641,1.238
Product_4185,3.337,1.455,1.899,0.997,2.755
Product_4186,0.582,0.772,1.124,1.307,1.135
Product_4187,2.203,1.299,1.867,2.213,5.367
Product_4196,1.145,2.364,1.728,1.92,7.843
Product_4197,1.318,2.302,0.654,2.181,3.284
Product_4198,4.107,1.283,2.263,0.569,1.652
Product_4202,1.267,1.673,2.347,1.131,4.44
Product_4208,0.536,1.458,0.665,0.835,0.81
Product_4210,0.617,1.067,1.289,0.873,1.201
Product_4211,2.677,1.616,2.458,0.528,2.098
Product_4212,0.967,1.663,2.266,1.647,6.203
Product_4213,2.875,1.772,0.636,0.594,0.67
Product_4214,4.563,1.169,0.889,1.154,1.198
Product_4220,0.558,1.536,0.768,1.862,2.197
Product_4221,4.189,1.123,1.477,2.356,3.908
Product_4222,0.679,1.064,0.814,1.427,1.235
Product_4224,4.46,0.864,1.446,0.664,0.829
Product_4226,4.593,1.112,2.036,2.169,4.913
Product_4227,4.118,1.273,2.273,0.799,2.312
Product_4231,2.231,2.172,2.438,2.181,11.555
Product_4232,0.706,2.226,1.943,0.562,2.432
Product_4233,4.777,1.72,0.986,1.573,2.666
Product_4235,1.438,0.949,1.799,1.669,2.85
Product_4236,2.317,0.919,1.326,1.154,1.406
Product_4237,4.05,2.135,1.8,0.961,3.693
Product_4244,1.662,0.505,1.595,2.476,1.995
Product_4246,2.568,1.995,1.647,1.823,5.991
Product_4247,2.291,1.581,1.443,1.963,4.48
Product_4248,4.554,2.024,1.554,2.302,7.244
Product_4249,1.514,2.113,1.88,1.14,4.528
Product_4251,2.722,1.333,1.418,2.315,4.377
Product_4252,3.534,1.95,1.285,1.249,3.131
Product_4253,4.751,0.792,0.726,1.422,0.818
Product_4254,2.304,2.05,1.139,0.894,2.088
Product_4257,1.829,1.47,0.648,2.04,1.944
Product_4258,2.915,0.942,1.423,1.055,1.415
Product_4260,3.572,2.147,1.39,1.143,3.408
Product_4262,2.105,1.355,0.769,0.842,0.877
Product_4263,3.738,2.475,1.665,2.12,8.735
Product_4264,2.902,2.492,1.63,1.98,8.04
Product_4269,1.912,1.886,0.602,1.561,1.773
Product_4270,3.374,1.564,1.112,1.073,1.866
Product_4271,2.958,1.99,2.038,1.544,6.261
Product_4272,3.403,0.929,1.937,0.779,1.401
Product_4276,0.845,1.874,1.457,1.484,4.049
Product_4277,1.113,0.682,1.987,2.142,2.902
Product_4279,0.6,2.101,1.711,1.613,5.798
Product_4280,4.116,1.702,1.035,1.931,3.401
Product_4281,0.739,0.607,0.677,2.099,0.862
Product_4283,4.127,1.85,0.789,1.333,1.946
Product_4284,4.274,1.964,0.628,1.788,2.206
Product_4285,4.753,1.491,2.486,2.316,8.585
Product_4286,0.98,1.837,0.739,0.682,0.925
Product_4290,2.474,1.674,0.774,1.74,2.255
Product_4291,0.806,0.765,1.388,0.606,0.644
Product_4294,3.677,2.016,0.912,0.712,1.31
Product_4299,4.611,1.909,0.794,2.49,3.775
Product_4300,0.703,0.765,1.445,0.74,0.818
Product_4301,1.474,1.065,0.9,2.446,2.346
Product_4302,4.101,2.454,0.528,0.516,0.668
Product_4303,1.11,2.247,1.227,1.221,3.365
Product_4304,2.526,1.397,0.806,1.211,1.364
Product_4308,3.88,1.211,1.478,0.612,1.096
Product_4310,0.668,1.45,1.385,1.289,2.589
Product_4311,3.654,0.858,1.958,0.988,1.659
Product_4312,4.614,1.292,1.87,2.29,5.535
Product_4317,4.967,1.083,1.461,1.415,2.24
Product_4320,1.093,2.18,2.208,1.853,8.916
Product_4321,2.614,1.424,1.743,1.767,4.387
Product_4323,3.19,2.108,0.692,2.41,3.518
Product_4324,0.656,1.882,1.324,1.098,2.735
Product_4325,2.743,0.857,2.151,0.739,1.362
Product_4332,3.662,2.254,2.491,0.798,4.478
Product_4336,2.246,0.767,2.188,0.651,1.093
Product_4338,1.55,1.724,1.618,0.543,1.516
Product_4339,2.006,0.773,1.675,2.202,2.851
Product_4341,2.967,1.278,1.683,0.978,2.104
Product_4344,2.569,2.346,1.136,1.605,4.277
Product_4346,1.971,0.919,1.858,2.486,4.245
Product_4348,1.913,1.654,2.044,1.557,5.267
Product_4350,2.691,1.518,0.719,1.829,1.996
Product_4353,1.123,1.239,0.617,1.237,0.946
Product_4354,1.474,1.598,2.297,0.658,2.417
Product_4355,3.779,1.521,0.54,1.56,1.281
Product_4359,1.241,1.505,1.644,2.22,5.495
Product_4360,1.386,0.557,1.265,1.192,0.84
Product_4361,3.488,1.498,0.735,1.469,1.618
Product_4367,4.499,1.045,1.627,1.466,2.492
Product_4369,3.147,1.826,1.344,0.701,1.72
Product_4370,0.868,2.456,0.718,2.299,4.056
Product_4372,4.005,0.661,1.886,1.491,1.86
Product_4373,0.601,2.32,2.442,2.052,11.625
Product_4376,2.234,1.378,1.68,2.024,4.685
Product_4377,0.863,1.619,1.201,0.693,1.347
Product_4380,4.692,0.632,2.247,2.371,3.368
Product_4384,2.109,1.594,1.584,1.547,3.905
Product_4389,1.102,2.412,0.771,2.298,4.274
Product_4391,4.985,1.805,2.326,2.288,9.606
Product_4392,1.681,0.531,0.542,1.941,0.558
Product_4393,1.102,1.148,1.84,1.586,3.35
Product_4396,2.071,1.6,0.999,2.35,3.754
Product_4397,3.904,1.343,2.069,0.6,1.667
Product_4398,0.999,1.414,2.466,0.874,3.05
Product_4400,4.316,1.944,2.218,1.91,8.234
Product_4401,1.955,1.576,0.867,1.81,2.475
Product_4403,1.832,2.434,1.291,1.505,4.729
Product_4406,4.971,1.649,2.287,1.554,5.862
Product_4411,3.506,1.952,0.772,1.218,1.833
Product_4414,2.923,0.529,1.328,0.813,0.571
Product_4415,1.018,2.034,1.548,1.294,4.074
Product_4416,2.298,0.989,1.223,1.883,2.276
Product_4417,1.161,1.188,0.717,1.151,0.981
Product_4420,0.897,1.276,2.339,2.429,7.25
Product_4421,1.712,1.084,1.685,1.193,2.179
Product_4422,4.741,2.472,1.797,2.115,9.39
Product_4425,2.004,2.409,1.634,2.311,9.095
Product_4427,3.92,1.857,2.061,0.6,2.297
Product_4431,1.0,1.908,2.333,2.155,9.593
Product_4434,1.87,2.132,1.086,1.478,3.421
Product_4436,0.83,1.222,0.649,1.331,1.055
Product_4437,2.113,1.691,2.278,0.69,2.656
Product_4438,3.21,2.4,1.053,1.148,2.902
Product_4441,3.5,2.431,1.127,1.137,3.115
Product_4443,2.635,2.178,1.869,0.598,2.433
Product_4446,1.191,0.606,1.464,0.576,0.511
Product_4448,4.095,1.277,1.249,1.139,1.817
Product_4453,4.179,1.238,1.932,1.386,3.313
Product_4454,3.681,1.617,2.049,1.834,6.075
Product_4455,4.912,0.717,1.159,1.415,1.176
Product_4457,0.628,1.078,0.991,0.822,0.878
Product_4458,1.235,1.573,0.53,1.83,1.527
Product_4459,3.273,1.57,1.62,0.992,2.523
Product_4462,0.545,2.18,2.107,1.169,5.368
Product_4464,2.878,0.687,1.606,0.733,0.809
Product_4467,3.987,1.08,1.752,0.676,1.279
